source,target,flow_usd_m,input_share,penetration
TUR:consumer_goods,ROW:automotive,67.5,0.00161,0.05149
KOR:electronics_c26,FIN:electronics_c26,67.5,0.00818,0.02295
CHN:electronics_c26,PRT:electronics_c26,67.3,0.02997,0.1143
USA:electronics_c26,FRA:automotive,67.2,0.00088,0.05663
BEL:consumer_goods,LUX:consumer_goods,67.1,0.03741,0.13099
DEU:electronics_c26,DEU:shipping,67.0,0.00218,0.70564
IDN:shipping,ROW:shipping,66.9,0.00243,0.00536
TWN:aerospace,ESP:aerospace,66.9,0.00588,0.01469
USA:aerospace,IDN:aerospace,66.8,0.00326,0.01305
SGP:electronics_c26,IND:consumer_goods,66.8,0.00017,0.10451
FRA:aerospace,JPN:automotive,66.8,0.00019,0.06986
FRA:aerospace,PRT:consumer_goods,66.8,0.00262,0.51524
TUR:automotive,AUT:automotive,66.8,0.00421,0.01295
CHN:electronics_c26,IDN:aerospace,66.7,0.00326,0.17618
IND:consumer_goods,SGP:consumer_goods,66.6,0.00478,0.02682
DEU:automotive,ROW:consumer_goods,66.6,0.00021,0.06494
JPN:automotive,PHL:automotive,66.6,0.02822,0.15853
CZE:automotive,PRT:automotive,66.6,0.00624,0.01464
IND:consumer_goods,ZAF:consumer_goods,66.3,0.0022,0.00799
MEX:electronics_c26,IND:electronics_c26,66.3,0.00212,0.00919
IND:consumer_goods,ARE:electronics_c26,66.2,0.01163,0.67338
FRA:aerospace,BEL:aerospace,66.2,0.04575,0.1865
SGP:electronics_c26,ISR:electronics_c26,66.1,0.00461,0.00842
BRA:shipping,ROW:shipping,66.1,0.00241,0.0053
CHN:shipping,ARE:shipping,66.1,0.0174,0.06635
FRA:shipping,HKG:shipping,65.8,0.00375,0.00576
POL:electronics_c26,POL:automotive,65.8,0.00205,0.28481
USA:shipping,MEX:automotive,65.7,0.0005,0.09403
GRC:consumer_goods,GRC:shipping,65.7,0.00457,0.74869
CHE:electronics_c26,FRA:automotive,65.6,0.00086,0.05533
CHN:consumer_goods,HUN:consumer_goods,65.6,0.00485,0.02915
RUS:shipping,GRC:shipping,65.5,0.00456,0.01177
VNM:electronics_c26,CAN:electronics_c26,65.4,0.00946,0.03269
GBR:aerospace,IND:aerospace,65.4,0.00287,0.01943
DEU:consumer_goods,HRV:consumer_goods,65.4,0.01329,0.07937
MYS:electronics_c26,CZE:electronics_c26,65.2,0.00559,0.01634
ESP:aerospace,ITA:aerospace,65.2,0.00403,0.0144
POL:consumer_goods,AUT:consumer_goods,65.1,0.00229,0.01342
PRT:automotive,POL:automotive,65.1,0.00203,0.00641
BRA:consumer_goods,BRA:aerospace,65.1,0.01109,0.88161
DEU:shipping,ISR:shipping,65.1,0.01029,0.01746
HUN:consumer_goods,ROU:consumer_goods,65.0,0.003,0.01668
CHE:aerospace,CHE:shipping,65.0,0.00288,0.31347
ROW:automotive,SVK:automotive,64.9,0.00217,0.0038
BLR:shipping,ROW:shipping,64.9,0.00236,0.0052
IND:automotive,TUR:automotive,64.9,0.00297,0.01177
BEL:automotive,PRT:automotive,64.9,0.00608,0.01426
USA:electronics_c26,CZE:electronics_c26,64.9,0.00557,0.01627
ITA:consumer_goods,ISR:consumer_goods,64.9,0.003,0.01296
SGP:shipping,EGY:shipping,64.8,0.02002,0.03708
IRL:electronics_c26,IRL:consumer_goods,64.7,0.00226,0.49977
RUS:aerospace,ROW:aerospace,64.6,0.01619,0.08305
CAN:automotive,CAN:consumer_goods,64.5,0.0007,0.37479
THA:electronics_c26,IDN:electronics_c26,64.4,0.00321,0.0086
CHN:electronics_c26,GBR:consumer_goods,64.3,0.00054,0.09528
DNK:shipping,GBR:shipping,64.3,0.00603,0.03493
USA:automotive,POL:automotive,64.2,0.00201,0.00633
FRA:automotive,ESP:aerospace,64.2,0.00564,0.10451
CAN:electronics_c26,CAN:consumer_goods,64.1,0.00069,0.2715
FRA:consumer_goods,SGP:consumer_goods,64.1,0.00459,0.02579
TUR:consumer_goods,ARE:consumer_goods,64.0,0.00361,0.01714
THA:shipping,HKG:shipping,63.9,0.00364,0.00559
CHE:shipping,IND:shipping,63.9,0.02476,0.04834
TWN:electronics_c26,ROW:electronics_c26,63.9,0.00351,0.01362
FRA:aerospace,ESP:consumer_goods,63.8,0.00047,0.06481
SGP:shipping,GBR:shipping,63.8,0.00597,0.03463
KOR:electronics_c26,VNM:aerospace,63.8,0.02953,0.19595
CHN:electronics_c26,CAN:consumer_goods,63.7,0.00069,0.26997
FIN:shipping,JPN:shipping,63.7,0.00227,0.00764
FRA:consumer_goods,NOR:consumer_goods,63.7,0.00241,0.00959
NLD:consumer_goods,NLD:automotive,63.6,0.00456,0.60772
DEU:shipping,ARE:shipping,63.6,0.01673,0.06381
KOR:electronics_c26,ISR:electronics_c26,63.4,0.00442,0.00808
THA:consumer_goods,MMR:consumer_goods,63.3,0.00381,0.02058
CHN:electronics_c26,ROW:automotive,63.2,0.00151,0.19028
ROW:consumer_goods,PRT:consumer_goods,63.1,0.00247,0.00984
POL:consumer_goods,LTU:consumer_goods,63.0,0.01042,0.05941
MYS:electronics_c26,BRA:electronics_c26,62.9,0.00293,0.00649
ITA:consumer_goods,HRV:consumer_goods,62.9,0.01279,0.07638
CHN:aerospace,MEX:automotive,62.8,0.00048,0.05861
BGD:consumer_goods,BGD:shipping,62.8,0.01832,0.88232
EGY:shipping,GRC:shipping,62.7,0.00436,0.01127
FRA:aerospace,TWN:aerospace,62.7,0.00681,0.02942
USA:aerospace,ISR:aerospace,62.6,0.02093,0.08162
NLD:consumer_goods,IRL:consumer_goods,62.4,0.00218,0.05454
MEX:electronics_c26,NLD:electronics_c26,62.3,0.00289,0.01041
CZE:automotive,SVN:automotive,62.2,0.01845,0.05876
CHN:automotive,VNM:automotive,62.2,0.01369,0.08158
CHL:consumer_goods,PER:consumer_goods,62.1,0.00219,0.0082
VNM:electronics_c26,ITA:electronics_c26,62.1,0.00393,0.03102
BEL:consumer_goods,BEL:electronics_c26,62.1,0.02119,0.70579
HKG:shipping,ROW:shipping,61.9,0.00225,0.00496
CHN:electronics_c26,VNM:aerospace,61.9,0.02865,0.19011
DEU:electronics_c26,HUN:consumer_goods,61.8,0.00457,0.23763
SVK:consumer_goods,HUN:consumer_goods,61.8,0.00457,0.02745
NLD:shipping,NOR:shipping,61.7,0.00433,0.0316
SWE:automotive,AUT:automotive,61.6,0.00388,0.01195
VNM:consumer_goods,ARE:consumer_goods,61.6,0.00347,0.01649
GBR:electronics_c26,NLD:electronics_c26,61.4,0.00285,0.01026
ARE:shipping,GRC:shipping,61.3,0.00427,0.01102
POL:automotive,PRT:automotive,61.3,0.00575,0.01348
ROW:shipping,HKG:shipping,61.2,0.00349,0.00536
DEU:aerospace,RUS:aerospace,61.1,0.00314,0.00867
NLD:consumer_goods,PRT:consumer_goods,61.1,0.0024,0.00953
FRA:aerospace,CHN:consumer_goods,61.1,2e-05,0.05549
NLD:electronics_c26,GBR:automotive,60.9,0.00107,0.05594
NLD:consumer_goods,NOR:consumer_goods,60.9,0.0023,0.00917
CAN:aerospace,SGP:aerospace,60.8,0.00928,0.01923
ITA:automotive,FRA:consumer_goods,60.8,0.00031,0.05755
ROW:consumer_goods,NOR:consumer_goods,60.7,0.00229,0.00914
HUN:automotive,DEU:electronics_c26,60.7,0.00111,0.14588
FRA:electronics_c26,BEL:electronics_c26,60.5,0.02066,0.12369
BRA:consumer_goods,ARE:consumer_goods,60.5,0.00341,0.01622
VNM:electronics_c26,TUR:electronics_c26,60.5,0.01904,0.04443
AUS:consumer_goods,AUS:aerospace,60.3,0.01294,0.59291
TUR:automotive,SVN:automotive,60.3,0.01789,0.05698
ESP:electronics_c26,PRT:automotive,60.2,0.00564,0.15364
JPN:aerospace,SGP:aerospace,60.2,0.00918,0.01904
KOR:electronics_c26,SGP:consumer_goods,60.1,0.00431,0.04162
IRL:electronics_c26,FRA:electronics_c26,60.1,0.00373,0.01514
THA:electronics_c26,HUN:electronics_c26,59.9,0.00513,0.01025
VNM:electronics_c26,IND:aerospace,59.8,0.00262,0.07612
ESP:electronics_c26,ESP:consumer_goods,59.7,0.00044,0.39426
TUR:automotive,HUN:automotive,59.7,0.00224,0.00738
IDN:consumer_goods,SGP:consumer_goods,59.6,0.00428,0.02401
CHN:electronics_c26,IDN:automotive,59.5,0.00235,0.1759
CHN:electronics_c26,NLD:consumer_goods,59.5,0.00069,0.10201
TWN:shipping,ROW:shipping,59.5,0.00217,0.00477
BRA:automotive,BRA:electronics_c26,59.1,0.00275,0.80177
JPN:aerospace,BRA:aerospace,59.1,0.01007,0.02233
ESP:aerospace,GBR:electronics_c26,58.9,0.00471,0.03418
ITA:electronics_c26,NLD:electronics_c26,58.8,0.00273,0.00982
ROU:automotive,ZAF:automotive,58.7,0.00404,0.01471
KOR:shipping,ARE:shipping,58.6,0.01543,0.05883
CAN:aerospace,ITA:aerospace,58.6,0.00362,0.01293
BEL:shipping,NLD:shipping,58.5,0.00847,0.05217
MMR:consumer_goods,MMR:automotive,58.5,0.05007,0.56841
FRA:consumer_goods,LUX:consumer_goods,58.5,0.03258,0.11408
KOR:aerospace,KOR:automotive,58.4,0.0004,0.81176
USA:electronics_c26,IDN:electronics_c26,58.3,0.0029,0.00777
DEU:consumer_goods,FIN:consumer_goods,58.2,0.00425,0.03002
DEU:consumer_goods,CHE:electronics_c26,58.2,0.00147,0.09633
ITA:aerospace,ITA:shipping,58.2,0.00601,0.70144
FRA:aerospace,BRA:consumer_goods,58.1,0.00028,0.14537
USA:electronics_c26,FRA:consumer_goods,58.0,0.00029,0.05715
VNM:electronics_c26,AUS:electronics_c26,58.0,0.01542,0.04583
USA:automotive,ARE:automotive,58.0,0.01518,0.05691
CHL:consumer_goods,CHL:electronics_c26,58.0,0.0112,0.66226
AUS:consumer_goods,AUS:shipping,57.9,0.01496,0.91918
ITA:aerospace,CAN:aerospace,57.8,0.00307,0.00598
AUT:automotive,AUT:consumer_goods,57.7,0.00203,0.53793
CHE:shipping,ISR:shipping,57.6,0.00911,0.01545
TWN:aerospace,ITA:aerospace,57.5,0.00356,0.01269
NLD:shipping,DNK:shipping,57.3,0.00185,0.13462
JPN:aerospace,MEX:aerospace,57.3,0.00493,0.01588
FRA:aerospace,COL:aerospace,57.3,0.13078,0.27958
USA:electronics_c26,TUR:electronics_c26,57.0,0.01796,0.04192
MYS:aerospace,SGP:aerospace,56.8,0.00867,0.01798
CHN:electronics_c26,BLR:electronics_c26,56.7,0.07113,0.22551
CHN:electronics_c26,POL:consumer_goods,56.7,0.0007,0.2471
DEU:automotive,ITA:aerospace,56.7,0.00351,0.14585
ARE:shipping,PAK:shipping,56.6,0.01916,0.03216
SGP:consumer_goods,MYS:electronics_c26,56.5,0.00106,0.1194
FRA:shipping,FRA:automotive,56.5,0.00074,0.6627
NLD:automotive,AUT:automotive,56.5,0.00356,0.01095
POL:consumer_goods,SWE:consumer_goods,56.4,0.00267,0.02003
CHN:consumer_goods,THA:automotive,56.4,0.00162,0.05782
NLD:electronics_c26,SWE:electronics_c26,56.4,0.01659,0.11528
CHN:electronics_c26,IRL:electronics_c26,56.3,0.00319,0.11616
KOR:electronics_c26,NLD:electronics_c26,56.3,0.00261,0.00941
DNK:shipping,CHL:shipping,56.2,0.07132,0.15313
DEU:electronics_c26,ITA:consumer_goods,56.2,0.00024,0.08614
GBR:shipping,HKG:shipping,56.1,0.0032,0.00491
DNK:shipping,MEX:consumer_goods,56.1,0.00047,0.08888
GRC:shipping,NGA:consumer_goods,56.1,0.00064,0.10948
ESP:consumer_goods,ESP:aerospace,56.0,0.00492,0.73983
SWE:electronics_c26,DNK:electronics_c26,55.9,0.02186,0.12819
KOR:automotive,AUS:consumer_goods,55.8,0.00079,0.05926
GRC:shipping,EGY:shipping,55.8,0.01725,0.03196
TWN:consumer_goods,TWN:aerospace,55.7,0.00605,0.75639
ITA:consumer_goods,HUN:consumer_goods,55.6,0.00411,0.02471
USA:aerospace,ROW:automotive,55.5,0.00133,0.235
USA:aerospace,NOR:shipping,55.4,0.00389,0.34754
DEU:electronics_c26,SWE:automotive,55.4,0.00185,0.11415
ROW:consumer_goods,BLR:consumer_goods,55.3,0.0043,0.01448
RUS:consumer_goods,NOR:consumer_goods,55.3,0.00209,0.00832
CHE:electronics_c26,FRA:consumer_goods,55.2,0.00028,0.05439
GBR:consumer_goods,ROU:consumer_goods,55.2,0.00255,0.01416
THA:aerospace,IDN:aerospace,55.1,0.00269,0.01077
CZE:automotive,ZAF:automotive,54.9,0.00377,0.01376
DEU:electronics_c26,SWE:electronics_c26,54.9,0.01614,0.11214
SVK:automotive,NLD:automotive,54.9,0.00393,0.00783
SGP:shipping,IND:electronics_c26,54.8,0.00175,0.37157
IDN:electronics_c26,PHL:electronics_c26,54.8,0.0028,0.00489
CHE:electronics_c26,AUT:electronics_c26,54.7,0.00909,0.02937
DEU:aerospace,IND:aerospace,54.7,0.0024,0.01624
CHN:electronics_c26,DEU:aerospace,54.5,0.00141,0.19115
HUN:electronics_c26,HUN:consumer_goods,54.5,0.00403,0.20981
KOR:automotive,AUT:automotive,54.3,0.00342,0.01052
FRA:electronics_c26,ESP:automotive,54.3,0.0009,0.05672
USA:electronics_c26,AUT:electronics_c26,54.3,0.00902,0.02915
NLD:electronics_c26,SWE:automotive,54.2,0.00181,0.11156
ROW:consumer_goods,BGR:consumer_goods,54.2,0.00712,0.02777
HUN:automotive,TUR:automotive,54.0,0.00248,0.0098
FRA:shipping,MAR:shipping,54.0,0.14302,0.24105
SGP:shipping,IDN:shipping,54.0,0.00721,0.04861
DEU:electronics_c26,ITA:aerospace,53.9,0.00334,0.13832
CHN:electronics_c26,ITA:aerospace,53.8,0.00333,0.13814
DEU:electronics_c26,IDN:electronics_c26,53.7,0.00268,0.00717
USA:shipping,KOR:shipping,53.6,0.00253,0.00812
ROW:consumer_goods,DNK:consumer_goods,53.6,0.00225,0.01435
JPN:automotive,ROW:consumer_goods,53.6,0.00017,0.05225
CZE:automotive,POL:consumer_goods,53.6,0.00066,0.05739
KOR:automotive,TWN:automotive,53.6,0.00501,0.01069
USA:aerospace,CAN:consumer_goods,53.4,0.00058,0.1579
ESP:consumer_goods,ESP:shipping,53.3,0.02613,0.96067
ROW:consumer_goods,ROW:aerospace,53.2,0.01335,0.62963
TWN:electronics_c26,RUS:electronics_c26,53.1,0.00391,0.01258
JPN:automotive,VNM:automotive,53.1,0.01167,0.06959
TUR:consumer_goods,SAU:consumer_goods,53.0,0.00226,0.02734
KOR:electronics_c26,KOR:shipping,53.0,0.0025,0.78434
DEU:shipping,EGY:shipping,52.9,0.01634,0.03027
JPN:electronics_c26,ARE:electronics_c26,52.7,0.00925,0.01346
SGP:shipping,MEX:shipping,52.6,0.06998,0.13984
CHN:electronics_c26,POL:automotive,52.6,0.00164,0.22753
ITA:electronics_c26,PHL:electronics_c26,52.6,0.00268,0.00469
SGP:electronics_c26,CZE:electronics_c26,52.6,0.00451,0.01319
CHN:aerospace,MYS:aerospace,52.5,0.02497,0.08989
BEL:aerospace,CAN:aerospace,52.5,0.00279,0.00543
USA:aerospace,SWE:aerospace,52.4,0.01903,0.10724
USA:automotive,AUS:consumer_goods,52.3,0.00074,0.05554
CHN:aerospace,KOR:aerospace,52.3,0.00762,0.03653
CHE:shipping,NLD:shipping,52.2,0.00755,0.04648
SVK:consumer_goods,CZE:consumer_goods,52.2,0.00264,0.01441
SWE:consumer_goods,SWE:electronics_c26,52.2,0.01534,0.44003
IDN:consumer_goods,ARE:consumer_goods,52.1,0.00294,0.01395
PAK:consumer_goods,PAK:automotive,52.1,0.01729,0.91491
GBR:automotive,PRT:automotive,52.1,0.00488,0.01145
HUN:automotive,HUN:consumer_goods,51.9,0.00384,0.50469
TUR:consumer_goods,PRT:consumer_goods,51.8,0.00203,0.00808
BRA:aerospace,BRA:automotive,51.8,0.00086,0.30067
DEU:consumer_goods,HUN:automotive,51.8,0.00195,0.13445
USA:automotive,CAN:consumer_goods,51.8,0.00056,0.30106
TUR:automotive,NLD:automotive,51.7,0.0037,0.00738
ROW:shipping,NLD:shipping,51.7,0.00748,0.04605
ISR:electronics_c26,ISR:automotive,51.7,0.06647,0.80062
CHN:electronics_c26,UKR:consumer_goods,51.6,0.0018,0.4769
MEX:aerospace,MEX:consumer_goods,51.6,0.00043,0.59925
CAN:consumer_goods,CAN:shipping,51.5,0.0215,0.89979
ROU:automotive,SVN:automotive,51.2,0.01517,0.04833
POL:electronics_c26,NLD:electronics_c26,51.1,0.00237,0.00854
USA:consumer_goods,CAN:automotive,50.9,0.00083,0.10262
NOR:consumer_goods,NOR:electronics_c26,50.9,0.02821,0.69104
ITA:consumer_goods,ROU:automotive,50.8,0.00302,0.06261
VNM:electronics_c26,GBR:electronics_c26,50.6,0.00404,0.02723
SGP:shipping,BRA:consumer_goods,50.6,0.00025,0.06013
POL:electronics_c26,FRA:electronics_c26,50.6,0.00314,0.01275
ROU:automotive,MAR:automotive,50.5,0.0076,0.04757
GRC:consumer_goods,BGR:consumer_goods,50.5,0.00664,0.02591
THA:automotive,ARG:automotive,50.5,0.00576,0.03347
NLD:electronics_c26,ESP:automotive,50.5,0.00084,0.05274
BRA:shipping,BRA:electronics_c26,50.4,0.00234,0.67313
FRA:shipping,TUR:shipping,50.4,0.01595,0.06546
FRA:aerospace,COL:automotive,50.3,0.02847,0.30707
SGP:shipping,MEX:electronics_c26,50.3,0.00064,0.13967
SGP:aerospace,SGP:electronics_c26,50.1,0.00071,0.78698
FRA:electronics_c26,POL:electronics_c26,50.1,0.00582,0.01478
CHN:aerospace,TWN:consumer_goods,50.0,0.00096,0.06035
